type,rcvTime,sendTime,sender,messageID,pos_noise,spd_noise,RSSI,spdX,spdY,spdZ,posX,posY,posZ,repetition,attackerDensity,attackerType
3,10802.582132323316,10802.58201979124,25,521,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.8811284242727224e-09,1.4398961444346419,-33.56040398601323,0.0,3599.907312274775,5696.761482470395,1.895,0,0.1,0
3,10802.670747302518,10802.6706378737,43,549,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.272586045319712e-09,5.060284391720792,-3.481430226852285,0.0,3829.3667362201413,5262.327980580308,1.895,0,0.1,0
3,10802.870122519931,10802.870012145257,19,573,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2636524391687687e-08,4.940952624413968,-39.90182368532391,0.0,3627.003043329184,5337.808701405376,1.895,0,0.1,0
3,10803.39289933027,10803.392784793165,13,603,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.6579698528464464e-09,-1.6206340267970856,38.77583958314621,0.0,3588.263021778535,5658.4090838301045,1.895,0,0.1,0
3,10803.456262756155,10803.456150335958,31,659,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.3915845238560861e-08,2.512383221802747,-29.84390149528553,0.0,3602.3790971430108,5602.477623842976,1.895,0,0.1,0
3,10803.58213616369,10803.58201979124,25,689,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.6586320624373188e-08,1.4238173634748266,-33.1856475240909,0.0,3601.336889391266,5663.441589404483,1.895,0,0.1,0
3,10803.670746161344,10803.6706378737,43,717,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.475727458603989e-09,6.940681231823946,-4.775126369369575,0.0,3835.37483477866,5258.194462716815,1.895,0,0.1,0
3,10803.870121474632,10803.870012145257,19,741,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2539642621820184e-08,6.251120541940336,-39.70526627774028,0.0,3632.6264555128014,5297.923544243891,1.895,0,0.1,0
3,10804.392901241848,10804.392784793165,13,765,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.48333384212791e-09,-1.6212255685452028,38.789993011627246,0.0,3586.64159530315,5697.203883806994,1.895,0,0.1,0
3,10804.456264291483,10804.456150335958,31,817,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.451456254447167e-06,2.512135442474528,-29.84095819356318,0.0,3604.8903207624435,5572.647496941699,1.895,0,0.1,0
3,10804.582137665624,10804.58201979124,25,847,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.16802267749547e-08,2.755088564557343,-32.72468568251772,0.0,3603.3237298505082,5630.548546019835,1.895,0,0.1,0
3,10804.870128356044,10804.870012145257,19,887,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.41009289350588e-09,6.264281173056467,-39.788858708809975,0.0,3638.8903273693572,5258.137285392278,1.895,0,0.1,0
3,10805.392903190806,10805.392784793165,13,907,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.2440494610362795e-09,-1.6215498233754115,38.79775124279594,0.0,3585.0196044733407,5736.012186719338,1.895,0,0.1,0
3,10805.456266580086,10805.456150335958,31,957,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.4528209383221017e-07,2.5099952478962613,-29.815535417470507,0.0,3607.4017884206087,5542.81447117219,1.895,0,0.1,0
3,10805.5821266196,10805.58201979124,25,985,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.693800293816154e-06,2.7252956131406068,-32.370807777026926,0.0,3606.059551231734,5598.052714148646,1.895,0,0.1,0
3,10805.670756117208,10805.6706378737,43,1009,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.2534984104546233e-09,12.062131188983306,-4.818241963705452,0.0,3853.5873140583844,5247.215126140976,1.895,0,0.1,0
3,10805.870118669667,10805.870012145257,19,1029,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.531704587413732e-09,6.248190670164705,-39.686656599992176,0.0,3645.154262273462,5218.35062608131,1.895,0,0.1,0
3,10806.068193540148,10806.068074076204,49,1058,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.631093159674812e-09,-3.702477897933404,-32.14729983117567,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10806.392901551832,10806.392784793165,13,1079,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.670053178197395e-09,-0.037707722490183344,38.905667826790285,0.0,3584.4157817031723,5774.86769348827,1.895,0,0.1,0
3,10806.456265344588,10806.456150335958,31,1143,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.965440528507408e-08,2.507657574800107,-29.78776684894064,0.0,3609.9127411706413,5512.987561853178,1.895,0,0.1,0
3,10806.582125367682,10806.58201979124,25,1170,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.137281654247056e-09,2.6983355296285856,-32.05057841298574,0.0,3608.768657155875,5565.874205991551,1.895,0,0.1,0
3,10807.06818512691,10807.068074076204,49,1225,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.8607857805779732e-09,-3.705587567007226,-32.174299982619985,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10807.582136345898,10807.58201979124,25,1331,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.6611698380300519e-09,2.67702159308707,-31.79741345744395,0.0,3611.454690865074,5533.969747457286,1.895,0,0.1,0
3,10808.068189686735,10808.068074076204,49,1378,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.5280943054218617e-09,-3.692996290421967,-32.0649744026161,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10808.456268288217,10808.456150335958,31,1442,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.090664417083742e-08,3.6775037461239224,-29.691351282252537,0.0,3616.010229045259,5453.41877885493,1.895,0,0.1,0
3,10808.582128309492,10808.58201979124,25,1472,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.334976268183506e-09,2.6580702391356605,-31.57231103811899,0.0,3614.121030579344,5502.299212362792,1.895,0,0.1,0
3,10809.068181231149,10809.068074076204,49,1511,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.229308437613747e-08,-2.140879851639126,-32.25954698321503,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10809.39290224264,10809.392784793165,13,1535,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.464634146898199e-09,1.655923623283511,38.79711963842775,0.0,3584.6276482153576,5891.452273086082,1.895,0,0.1,0
3,10809.456267248695,10809.456150335958,31,1583,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.3271497355643144e-08,3.6762362439223626,-29.68111775003667,0.0,3619.6917626302666,5423.694891545467,1.895,0,0.1,0
3,10809.582127269603,10809.58201979124,25,1611,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.281446220917195e-08,3.868788020185736,-31.2281622537075,0.0,3617.168449393162,5470.892022454396,1.895,0,0.1,0
3,10810.06818164914,10810.068074076204,49,1649,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.193795103456521e-08,-2.1415904727752695,-32.270254877873924,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10810.456266974008,10810.456150335958,31,1732,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.093702790239656e-09,3.6847433972728836,-29.74980262325351,0.0,3623.370838316425,5393.990848767289,1.895,0,0.1,0
3,10810.582126994848,10810.58201979124,25,1761,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.27456092991145e-09,3.8531140476229875,-31.101644761460356,0.0,3621.022575161762,5439.782211262866,1.895,0,0.1,0
3,10810.63658363308,10810.636468096216,61,1786,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.446556278641286e-09,-3.579117336991937,-31.0574067930121,0.0,3603.104602862711,6050.462713124696,1.895,0,0.1,0
3,10811.068190548927,10811.068074076204,49,1825,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.5466559598643342e-09,-1.2640569548368088,-32.285830398929306,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10811.392898816137,10811.392784793165,13,1850,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.862550587749518e-09,2.882762211234023,38.7704133659448,0.0,3589.1626570628237,5969.03450871884,1.895,0,0.1,0
3,10811.636580067343,10811.636468096216,61,1952,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.7774376701023563e-08,-3.576540192816008,-31.03504390084699,0.0,3599.5201859423746,6019.359319765638,1.895,0,0.1,0
3,10812.068186983435,10812.068074076204,49,1991,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.072200796860125e-08,-1.2643129474555062,-32.292368818212076,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10812.392895722242,10812.392784793165,13,2020,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2795975387269827e-08,2.885794192183747,38.811190629598514,0.0,3592.0433638806035,6007.777278995266,1.895,0,0.1,0
3,10812.582133137883,10812.58201979124,25,2095,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.9779854228204806e-09,3.806090333245026,-30.722077782162152,0.0,3628.6679040107692,5378.070489521054,1.895,0,0.1,0
3,10813.068189797892,10813.068074076204,49,2159,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.879841850739002e-07,-0.01888006737320214,-32.40527563540063,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10813.392899007984,10813.392784793165,13,2184,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.719310428318182e-09,4.084638355084353,38.65489588513223,0.0,3596.1129651403676,6046.435887419441,1.895,0,0.1,0
3,10813.456265629864,10813.456150335958,31,2238,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.1775940800635036e-09,4.657044367540613,-29.582815925626107,0.0,3634.8602939145794,5304.963701156254,1.895,0,0.1,0
3,10813.582138650396,10813.58201979124,25,2267,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.0168348237820894e-09,3.79623152449773,-30.64249924811416,0.0,3632.4644460729223,5347.425483668742,1.895,0,0.1,0
3,10813.636577946192,10813.636468096216,61,2292,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.897412836493235e-08,-2.075409504615127,-31.264648443803164,0.0,3594.8065003841034,5956.910497014327,1.895,0,0.1,0
3,10814.068185145916,10814.068074076204,49,2331,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.875362020891586e-08,-0.018841480657512143,-32.33904636688297,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10814.582139156018,10814.58201979124,25,2404,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.787051132831899e-09,4.307119972974389,-30.478126163277203,0.0,3636.3241586280546,5316.89671106465,1.895,0,0.1,0
3,10814.63658547586,10814.636468096216,61,2424,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.8517822222709306e-07,-1.3917736654996238,-31.221989778881888,0.0,3592.862864099637,5925.659941290706,1.895,0,0.1,0
3,10815.068180094886,10815.068074076204,49,2457,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.240235317789233e-08,-0.01885853319946473,-32.36831492357987,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10815.636580183727,10815.636468096216,61,2549,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.196443358794242e-07,-1.2189351104920638,-31.200698159730074,0.0,3591.6404900001307,5894.37121641218,1.895,0,0.1,0
3,10816.068188096238,10816.068074076204,49,2582,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2447740628401488e-08,-0.018832756262990236,-32.32407202861638,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10816.636578273898,10816.636468096216,61,2686,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.072105631143145e-08,-0.01821527931880642,-31.296126776526872,0.0,3591.2277535518883,5863.079071338155,1.895,0,0.1,0
3,10817.068186193752,10817.068074076204,49,2750,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.486792529755087e-09,1.3845708013296405,-32.241619160028876,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10818.068186052053,10818.068074076204,49,2931,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.383007168739875e-08,1.3870575426611453,-32.29952632294383,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10818.636574378348,10818.636468096216,61,3035,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.8184882729654846e-08,-0.01820431729268361,-31.27729264539649,0.0,3591.191322125028,5800.485326063798,1.895,0,0.1,0
3,10819.068182311727,10819.068074076204,49,3103,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.4375209779938304e-09,1.3849480622852306,-32.25040419583322,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10819.636584051375,10819.636468096216,61,3192,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.6456002901525983e-09,-0.018201279422833724,-31.272073209317465,0.0,3591.1731003131868,5769.17797559424,1.895,0,0.1,0
3,10820.068188367857,10820.068074076204,49,3257,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.4358152173413255e-09,2.7127456902534877,-32.22395152905128,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10800.437698664839,10800.437587209975,7,71,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.67637244351708e-08,-3.534057725650672,30.622234229193285,0.0,3609.398493800021,5446.803263828545,1.895,0,0.1,0
3,10800.456257637588,10800.456150335958,31,104,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.0721028028766264e-09,1.2824674250276291,-29.864002810956773,0.0,3596.8058614714364,5692.1134167356,1.895,0,0.1,0
3,10800.582131121126,10800.58201979124,25,137,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.1118575138555873e-08,-0.02016117102026233,-34.568847861282705,0.0,3597.77049261071,5764.800892637684,1.895,0,0.1,0
3,10800.870128008475,10800.870012145257,19,193,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.558748406248201e-09,4.9379503396949564,-39.87757802978829,0.0,3617.100033807479,5417.782781289675,1.895,0,0.1,0
3,10800.902716198256,10800.902598471379,37,228,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.610332682555116e-09,4.097280715384571,38.74899052793157,0.0,3592.5475914203594,6044.106465394882,1.895,0,0.1,0
3,10801.437693916823,10801.437587209975,7,284,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.781945291441871e-08,-3.533871393396689,30.620619680001727,0.0,3605.873369762498,5477.348088600482,1.895,0,0.1,0
3,10801.456265431936,10801.456150335958,31,317,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.2047094843447185e-08,1.2827194215970819,-29.869870894753344,0.0,3598.0910889609227,5662.1851420599705,1.895,0,0.1,0
3,10801.670756476708,10801.6706378737,43,381,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.092731234734347e-09,3.057783376452038,-2.2014119284437217,0.0,3825.1961086986253,5265.1973348684,1.895,0,0.1,0
3,10801.87011867768,10801.870012145257,19,410,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.4943876215580068e-08,4.947129899297883,-39.95170971986224,0.0,3622.053411372471,5377.780617077725,1.895,0,0.1,0
3,10802.437700450528,10802.437587209975,7,467,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2316501230334426e-08,-2.516746861911964,30.722842233147297,0.0,3603.260815074918,5507.988690204909,1.895,0,0.1,0
3,10802.456258520437,10802.456150335958,31,493,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.55065293319571e-07,2.5079472035336616,-29.791207268132045,0.0,3599.8680687225988,5632.305432029379,1.895,0,0.1,0
3,10802.582131937424,10802.58201979124,25,521,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.826437737717902e-08,1.4398961444346419,-33.56040398601323,0.0,3599.907312274775,5696.761482470395,1.895,0,0.1,0
3,10802.870122918412,10802.870012145257,19,573,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.271999405723665e-09,4.940952624413968,-39.90182368532391,0.0,3627.003043329184,5337.808701405376,1.895,0,0.1,0
3,10803.437704744792,10803.437587209975,7,631,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.359354912207042e-09,-2.513008561419944,30.677207442506138,0.0,3600.748307296057,5538.659784412973,1.895,0,0.1,0
3,10803.456262748316,10803.456150335958,31,659,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.6386192343957436e-08,2.512383221802747,-29.84390149528553,0.0,3602.3790971430108,5602.477623842976,1.895,0,0.1,0
3,10803.582135803266,10803.58201979124,25,689,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.873841281544046e-07,1.4238173634748266,-33.1856475240909,0.0,3601.336889391266,5663.441589404483,1.895,0,0.1,0
3,10804.456264699476,10804.456150335958,31,817,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.631120781585042e-09,2.512135442474528,-29.84095819356318,0.0,3604.8903207624435,5572.647496941699,1.895,0,0.1,0
3,10804.582137725423,10804.58201979124,25,847,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.4287200554519178e-08,2.755088564557343,-32.72468568251772,0.0,3603.3237298505082,5630.548546019835,1.895,0,0.1,0
3,10805.456267047122,10805.456150335958,31,957,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.472194349316581e-09,2.5099952478962613,-29.815535417470507,0.0,3607.4017884206087,5542.81447117219,1.895,0,0.1,0
3,10806.068193059584,10806.068074076204,49,1058,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.290311513562857e-09,-3.702477897933404,-32.14729983117567,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10806.437694046752,10806.437587209975,7,1112,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.822468484890022e-09,-2.514574139833162,30.6963190263213,0.0,3593.2135577479044,5630.639206395232,1.895,0,0.1,0
3,10806.456265838771,10806.456150335958,31,1143,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.569707550937873e-09,2.507657574800107,-29.78776684894064,0.0,3609.9127411706413,5512.987561853178,1.895,0,0.1,0
3,10806.582125862948,10806.58201979124,25,1170,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.262726261151596e-08,2.6983355296285856,-32.05057841298574,0.0,3608.768657155875,5565.874205991551,1.895,0,0.1,0
3,10807.068184618895,10807.068074076204,49,1225,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.1407490505333484e-08,-3.705587567007226,-32.174299982619985,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10807.437704648612,10807.437587209975,7,1269,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.361242891347739e-09,-1.2841689358281794,30.75685151452743,0.0,3591.4390525676604,5661.3547946546505,1.895,0,0.1,0
3,10807.456263844924,10807.456150335958,31,1297,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.6534185539359475e-09,2.5087562373626144,-29.800817555937677,0.0,3612.424136365454,5483.155396855679,1.895,0,0.1,0
3,10808.068189151661,10808.068074076204,49,1378,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.1588362408667356e-09,-3.692996290421967,-32.0649744026161,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10808.582128859696,10808.58201979124,25,1472,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.4744481194509031e-09,2.6580702391356605,-31.57231103811899,0.0,3614.121030579344,5502.299212362792,1.895,0,0.1,0
3,10809.0681806697,10809.068074076204,49,1511,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.8377519929971852e-08,-2.140879851639126,-32.25954698321503,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10809.43769481828,10809.437587209975,7,1559,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.095049239376205e-09,-1.2819627450792523,30.704011518648137,0.0,3588.873085163223,5722.811723137665,1.895,0,0.1,0
3,10810.068181063767,10810.068074076204,49,1649,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.0055795339411263e-07,-2.1415904727752695,-32.270254877873924,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10810.437701251652,10810.437587209975,7,1703,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.171030899824647e-09,-0.28607726155537805,30.810100803636978,0.0,3587.736528964142,5753.527569958904,1.895,0,0.1,0
3,10810.582127598063,10810.58201979124,25,1761,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.748809217686893e-09,3.8531140476229875,-31.101644761460356,0.0,3621.022575161762,5439.782211262866,1.895,0,0.1,0
3,10810.636583027785,10810.636468096216,61,1786,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.519991201678167e-08,-3.579117336991937,-31.0574067930121,0.0,3603.104602862711,6050.462713124696,1.895,0,0.1,0
3,10811.068190189668,10811.068074076204,49,1825,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.4787482190688085e-08,-1.2640569548368088,-32.285830398929306,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10811.437704445316,10811.437587209975,7,1875,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.615948659879001e-09,-0.029815722442925865,30.730835769973197,0.0,3587.7066741397925,5784.298707763248,1.895,0,0.1,0
3,10811.636579435683,10811.636468096216,61,1952,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.335428925792678e-07,-3.576540192816008,-31.03504390084699,0.0,3599.5201859423746,6019.359319765638,1.895,0,0.1,0
3,10812.068187068999,10812.068074076204,49,1991,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.0971248915220145e-08,-1.2643129474555062,-32.292368818212076,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10812.437701378149,10812.437587209975,7,2045,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2708098842766801e-08,-0.029896657069190192,30.81425446668914,0.0,3587.6768229632257,5815.066085826094,1.895,0,0.1,0
3,10812.636582426132,10812.636468096216,61,2120,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5.858460032644519e-07,-2.069561085195622,-31.17654593836066,0.0,3596.882081337749,5988.17772822246,1.895,0,0.1,0
3,10813.068190327931,10813.068074076204,49,2159,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.2357380815680312e-08,-0.01888006737320214,-32.40527563540063,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10813.437704690703,10813.437587209975,7,2209,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.7672637811375907e-08,-0.02987801080683267,30.79503590751018,0.0,3587.6469919709716,5845.812660073549,1.895,0,0.1,0
3,10813.636577932666,10813.636468096216,61,2292,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.6281242717579317e-08,-2.075409504615127,-31.264648443803164,0.0,3594.8065003841034,5956.910497014327,1.895,0,0.1,0
3,10814.06818584212,10814.068074076204,49,2331,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6.019981851602643e-09,-0.018841480657512143,-32.33904636688297,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10816.45626490118,10816.456150335958,31,2628,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.2732514917915756e-07,4.656500993458658,-29.579364265260704,0.0,3648.829928950166,5216.224769509742,1.895,0,0.1,0
3,10816.582125168368,10816.58201979124,25,2661,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.0581662411192813e-08,4.754562689788641,-30.202984126680505,0.0,3645.8497808324396,5256.385948034099,1.895,0,0.1,0
3,10817.068187148783,10817.068074076204,49,2750,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.002943025537106e-09,1.3845708013296405,-32.241619160028876,0.0,5560.0,5820.0,1.895,0,0.1,1
3,10817.45626738416,10817.456150335958,31,2796,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.759421002472669e-08,4.6542211386947026,-29.56488200603384,0.0,3653.484801712205,5186.655748214518,1.895,0,0.1,0
3,10817.582127442789,10817.58201979124,25,2829,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.016214264161103e-06,4.740527274158122,-30.113825256920958,0.0,3650.5909455678006,5226.268073355199,1.895,0,0.1,0
